xstart,ystart,zstart,xend,yend,zend,color
30.1481,6.3722,80.0923,33.1938,10.2109,79.2178,6
30.1481,6.3722,80.0923,32.7732,10.2193,80.0058,6
30.1481,6.3722,80.0923,30.4158,7.1243,80.4197,6
30.1481,6.3722,80.0923,29.9998,5.9586,79.9822,6
30.1481,6.3722,80.0923,32.7504,10.4344,78.1388,6
30.1481,6.3722,80.0923,32.6705,10.3921,77.665,6
30.1481,6.3722,80.0923,32.4929,10.5079,78.0594,6
30.1481,6.3722,80.0923,30.2791,6.8762,80.7806,6
30.1481,6.3722,80.0923,21.5075,0.74734,78.4444,6
30.1481,6.3722,80.0923,21.7921,1.4952,77.7413,6
30.1481,6.3722,80.0923,21.7486,1.1917,78.2661,6
30.1481,6.3722,80.0923,21.9705,1.7329,78.0329,6
30.1481,6.3722,80.0923,30.8915,9.2172,79.8741,6
30.1481,6.3722,80.0923,29.8579,10.8826,80.03,6
30.1481,6.3722,80.0923,29.3104,11.2018,80.3547,6
30.1481,6.3722,80.0923,29.3009,11.6726,79.3464,6
30.1481,6.3722,80.0923,28.8338,11.946,78.4789,6
30.1481,6.3722,80.0923,29.0518,12.0873,76.3922,6
29.662,4.758,80.0385,31.7217,10.7605,77.9254,8
29.662,4.758,80.0385,20.9387,-2.1884,81.85,10
29.662,4.758,80.0385,21.0873,-2.3393,81.3514,10
29.662,4.758,80.0385,24.6307,-3.9226,83.1821,10
29.662,4.758,80.0385,23.606,-4.2055,82.6919,19
29.662,4.758,80.0385,29.4152,4.8564,81.7132,8
29.662,4.758,80.0385,29.9443,5.7553,80.8163,8
29.662,4.758,80.0385,29.8625,4.9386,80.1004,8
29.662,4.758,80.0385,29.9596,6.0759,80.7503,8
29.662,4.758,80.0385,24.4037,-2.4681,84.5522,10
29.662,4.758,80.0385,29.5879,4.9834,79.7266,8
29.662,4.758,80.0385,23.7712,-1.9696,84.0108,10
29.662,4.758,80.0385,28.442,3.2865,78.4427,8
29.662,4.758,80.0385,28.2166,3.7358,78.2342,8
29.662,4.758,80.0385,27.5257,4.1937,77.363,8
29.662,4.758,80.0385,28.3242,3.655,78.0447,8
29.662,4.758,80.0385,26.6641,4.4165,76.281,8
29.662,4.758,80.0385,25.6146,4.5834,75.9379,8
29.662,4.758,80.0385,27.0203,4.3249,76.1709,8
29.662,4.758,80.0385,30.3677,3.3842,80.3671,8
29.662,4.758,80.0385,30.3104,3.3185,79.667,8
29.662,4.758,80.0385,30.3978,4.1847,80.4462,8
29.662,4.758,80.0385,29.8082,4.8432,80.4835,8
29.662,4.758,80.0385,27.9324,3.7562,77.1133,8
29.662,4.758,80.0385,27.3499,3.9535,76.2954,8
29.662,4.758,80.0385,28.7235,3.8069,78.3162,8
29.662,4.758,80.0385,28.9636,3.8693,78.659,8
29.662,4.758,80.0385,28.126,3.9337,77.3393,8
29.662,4.758,80.0385,29.0544,4.2494,79.0214,8
29.662,4.758,80.0385,29.0014,4.1028,79.2734,8
29.662,4.758,80.0385,28.6274,3.9164,78.7431,8
29.662,4.758,80.0385,28.6882,3.6291,78.7077,8
29.662,4.758,80.0385,28.6842,3.8646,78.7933,8
29.662,4.758,80.0385,26.5306,4.4213,76.6897,8
29.662,4.758,80.0385,28.0238,3.9377,78.0781,8
29.662,4.758,80.0385,28.4838,3.9612,78.4713,8
29.662,4.758,80.0385,22.1252,-1.9583,80.9909,8
29.662,4.758,80.0385,30.0782,3.2166,78.9382,8
29.662,4.758,80.0385,29.3932,3.3501,78.6584,8
29.662,4.758,80.0385,28.4589,3.5334,78.5131,8
29.662,4.758,80.0385,27.3587,3.8531,76.5573,8
29.662,4.758,80.0385,26.9114,3.9231,75.9458,8
29.662,4.758,80.0385,26.8538,4.0592,75.7673,8
29.662,4.758,80.0385,27.0578,4.1208,75.9181,8
29.662,4.758,80.0385,27.4435,4.1152,76.4382,8
29.662,4.758,80.0385,26.8699,4.2826,75.8861,8
29.662,4.758,80.0385,29.9998,5.9586,79.9822,8
29.662,4.758,80.0385,30.2464,3.0476,79.1409,8
29.662,4.758,80.0385,22.7789,2.6367,77.5966,9
29.662,4.758,80.0385,27.6955,3.844,77.5933,8
29.662,4.758,80.0385,22.1612,2.3629,77.0362,8
29.662,4.758,80.0385,22.1414,2.5256,76.7403,17
29.662,4.758,80.0385,22.0247,2.3289,76.8396,8
29.662,4.758,80.0385,26.44,3.8003,80.2929,8
29.662,4.758,80.0385,22.3418,2.8912,76.3458,17
29.662,4.758,80.0385,28.5241,3.729,77.9359,8
29.662,4.758,80.0385,27.8524,3.9265,76.9369,8
29.662,4.758,80.0385,27.7877,3.8019,77.3718,8
29.662,4.758,80.0385,28.5601,2.9258,82.1161,8
29.662,4.758,80.0385,29.9792,3.7355,79.2232,8
29.662,4.758,80.0385,29.5173,4.315,79.5517,8
29.662,4.758,80.0385,19.6408,7.6415,81.5635,17
29.662,4.758,80.0385,19.6589,7.7174,82.4664,17
29.662,4.758,80.0385,28.337,3.7475,77.9433,8
29.662,4.758,80.0385,38.8408,12.7826,68.6309,15
29.662,4.758,80.0385,39.9566,13.7288,68.119,15
29.662,4.758,80.0385,39.3399,13.2959,68.3966,15
29.662,4.758,80.0385,30.5327,10.1513,72.2391,15
29.662,4.758,80.0385,30.7318,10.3771,72.0581,15
29.662,4.758,80.0385,30.402,10.3972,72.5589,15
31.5359,9.789,79.1585,32.2273,10.4207,76.9248,6
31.5359,9.789,79.1585,31.7858,10.5092,76.6783,6
31.5359,9.789,79.1585,22.0644,-3.5689,82.4298,6
31.5359,9.789,79.1585,29.4152,4.8564,81.7132,6
31.5359,9.789,79.1585,30.6109,7.699,81.8211,6
31.5359,9.789,79.1585,30.1171,6.3812,80.2456,6
31.5359,9.789,79.1585,30.5298,7.6024,80.4449,6
31.5359,9.789,79.1585,30.2269,6.9242,82.8159,6
31.5359,9.789,79.1585,24.6485,-2.3344,85.2383,6
31.5359,9.789,79.1585,21.4987,-3.0088,82.7405,6
31.5359,9.789,79.1585,21.4283,-2.8939,82.2733,6
31.5359,9.789,79.1585,33.2627,9.953,77.5272,6
31.5359,9.789,79.1585,33.2541,9.7459,76.9614,6
31.5359,9.789,79.1585,30.7415,7.9554,80.1624,6
31.5359,9.789,79.1585,29.9819,6.0599,82.2409,6
31.5359,9.789,79.1585,29.1749,12.2052,76.767,6
31.5359,9.789,79.1585,29.3302,12.2186,76.0961,6
31.5359,9.789,79.1585,30.3952,8.3389,82.4909,6
31.5359,9.789,79.1585,29.8726,9.6794,81.9832,6
31.5359,9.789,79.1585,31.0986,9.3307,80.494,6
31.5359,9.789,79.1585,32.0492,10.3694,79.4853,6
31.5359,9.789,79.1585,30.4158,7.1243,80.4197,6
31.5359,9.789,79.1585,21.5075,0.74734,78.4444,6
31.5359,9.789,79.1585,21.7921,1.4952,77.7413,6
31.5359,9.789,79.1585,21.7486,1.1917,78.2661,6
31.5359,9.789,79.1585,21.9705,1.7329,78.0329,6
31.5359,9.789,79.1585,32.9909,10.1176,77.2625,6
31.5359,9.789,79.1585,32.6712,10.2241,77.0347,6
31.5359,9.789,79.1585,30.8915,9.2172,79.8741,6
31.5359,9.789,79.1585,29.8579,10.8826,80.03,6
31.5359,9.789,79.1585,29.3104,11.2018,80.3547,6
31.5359,9.789,79.1585,29.3009,11.6726,79.3464,6
31.5359,9.789,79.1585,28.8338,11.946,78.4789,6
31.5359,9.789,79.1585,29.0518,12.0873,76.3922,6
30.9485,8.5298,79.9599,31.7217,10.7605,77.9254,6
30.9485,8.5298,79.9599,30.5298,7.6024,80.4449,6
30.9485,8.5298,79.9599,30.2269,6.9242,82.8159,6
30.9485,8.5298,79.9599,30.7415,7.9554,80.1624,6
30.9485,8.5298,79.9599,32.1974,10.5604,78.5209,6
30.9485,8.5298,79.9599,31.6254,10.432,78.895,6
30.9485,8.5298,79.9599,28.4838,3.9612,78.4713,6
30.9485,8.5298,79.9599,30.3829,6.9597,81.1537,6
30.9485,8.5298,79.9599,31.9887,9.6299,80.7103,6
30.9485,8.5298,79.9599,22.0866,-2.2566,83.9834,10
30.9485,8.5298,79.9599,31.0986,9.3307,80.494,6
30.9485,8.5298,79.9599,32.0492,10.3694,79.4853,6
30.9485,8.5298,79.9599,30.9157,8.4383,81.1488,6
30.9485,8.5298,79.9599,30.6108,8.1285,80.722,6
30.9485,8.5298,79.9599,33.1938,10.2109,79.2178,6
30.9485,8.5298,79.9599,32.7732,10.2193,80.0058,6
30.9485,8.5298,79.9599,30.4158,7.1243,80.4197,6
30.9485,8.5298,79.9599,29.9998,5.9586,79.9822,6
30.9485,8.5298,79.9599,32.7504,10.4344,78.1388,6
30.9485,8.5298,79.9599,33.2365,10.184,78.3804,6
30.9485,8.5298,79.9599,21.5075,0.74734,78.4444,6
30.9485,8.5298,79.9599,21.7921,1.4952,77.7413,6
30.9485,8.5298,79.9599,21.7486,1.1917,78.2661,6
30.9485,8.5298,79.9599,31.0779,9.2248,80.0426,6
30.9485,8.5298,79.9599,21.9705,1.7329,78.0329,6
30.9485,8.5298,79.9599,33.5199,9.5197,76.6099,1
30.9485,8.5298,79.9599,30.8915,9.2172,79.8741,6
30.9485,8.5298,79.9599,29.8579,10.8826,80.03,6
30.9485,8.5298,79.9599,29.697,11.7376,74.8219,1
30.9485,8.5298,79.9599,30.0699,11.6991,74.5415,1
30.9485,8.5298,79.9599,29.9344,11.9535,74.9084,1
31.7217,10.7605,77.9254,22.4779,-4.0267,82.8569,6
31.7217,10.7605,77.9254,22.0644,-3.5689,82.4298,6
31.7217,10.7605,77.9254,22.7104,-4.116,82.7413,6
31.7217,10.7605,77.9254,22.5188,-3.6568,82.2517,6
31.7217,10.7605,77.9254,29.4152,4.8564,81.7132,8
31.7217,10.7605,77.9254,30.6109,7.699,81.8211,6
31.7217,10.7605,77.9254,30.5298,7.6024,80.4449,6
31.7217,10.7605,77.9254,29.8625,4.9386,80.1004,8
31.7217,10.7605,77.9254,29.9596,6.0759,80.7503,8
31.7217,10.7605,77.9254,21.4987,-3.0088,82.7405,6
31.7217,10.7605,77.9254,21.4283,-2.8939,82.2733,6
31.7217,10.7605,77.9254,30.3677,3.3842,80.3671,8
31.7217,10.7605,77.9254,30.3104,3.3185,79.667,8
31.7217,10.7605,77.9254,29.9604,5.6803,80.2443,8
31.7217,10.7605,77.9254,28.7235,3.8069,78.3162,8
31.7217,10.7605,77.9254,31.9887,9.6299,80.7103,6
31.7217,10.7605,77.9254,32.7732,10.2193,80.0058,6
31.7217,10.7605,77.9254,29.9792,3.7355,79.2232,8
31.7217,10.7605,77.9254,30.2649,3.7305,79.5876,8
31.7217,10.7605,77.9254,37.2938,11.8262,70.5407,6
31.7217,10.7605,77.9254,31.5272,10.4018,76.1366,23
31.7217,10.7605,77.9254,31.2305,10.6545,76.654,23
31.7217,10.7605,77.9254,30.5885,10.2106,74.4492,23
31.7217,10.7605,77.9254,30.8915,9.2172,79.8741,6
31.7217,10.7605,77.9254,29.3104,11.2018,80.3547,6
31.7217,10.7605,77.9254,28.8976,11.7783,79.7009,6
32.2273,10.4207,76.9248,20.9387,-2.1884,81.85,10
32.2273,10.4207,76.9248,21.0873,-2.3393,81.3514,10
32.2273,10.4207,76.9248,21.6213,-1.6119,83.3908,10
32.2273,10.4207,76.9248,20.6535,-1.4357,81.3444,10
32.2273,10.4207,76.9248,21.4987,-3.0088,82.7405,10
32.2273,10.4207,76.9248,21.4283,-2.8939,82.2733,10
32.2273,10.4207,76.9248,30.7415,7.9554,80.1624,6
32.2273,10.4207,76.9248,32.1974,10.5604,78.5209,6
32.2273,10.4207,76.9248,31.6254,10.432,78.895,6
32.2273,10.4207,76.9248,20.7383,-1.819,80.9339,10
32.2273,10.4207,76.9248,20.6892,-1.479,80.2679,10
32.2273,10.4207,76.9248,22.3107,-1.1866,84.6679,10
32.2273,10.4207,76.9248,23.1051,-3.2079,84.9504,10
32.2273,10.4207,76.9248,24.8003,1.7128,85.9034,6
32.2273,10.4207,76.9248,23.0169,-0.88453,86.8141,10
32.2273,10.4207,76.9248,23.0338,-1.4099,86.2533,10
32.2273,10.4207,76.9248,22.7782,-0.91073,85.972,10
32.2273,10.4207,76.9248,23.6544,0.23228,84.1442,6
32.2273,10.4207,76.9248,23.4064,0.49039,83.2922,6
32.2273,10.4207,76.9248,33.1938,10.2109,79.2178,6
32.2273,10.4207,76.9248,32.7504,10.4344,78.1388,6
32.2273,10.4207,76.9248,24.3301,1.7476,84.6123,6
32.2273,10.4207,76.9248,24.5517,2.3039,84.2113,6
32.2273,10.4207,76.9248,21.5075,0.74734,78.4444,6
32.2273,10.4207,76.9248,21.7921,1.4952,77.7413,6
32.2273,10.4207,76.9248,21.7486,1.1917,78.2661,6
32.2273,10.4207,76.9248,25.2806,4.0123,79.361,6
32.2273,10.4207,76.9248,24.3455,3.652,78.9358,6
32.2273,10.4207,76.9248,30.3365,3.6379,81.3087,8
32.2273,10.4207,76.9248,30.483,4.2131,81.138,8
32.2273,10.4207,76.9248,22.5176,2.1592,87.7333,12
32.2273,10.4207,76.9248,22.4415,3.077,88.2295,12
32.2273,10.4207,76.9248,21.6198,1.8118,90.0785,12
32.2273,10.4207,76.9248,30.0901,5.0946,81.2909,8
32.2273,10.4207,76.9248,30.0158,5.3817,81.9731,8
32.2273,10.4207,76.9248,29.7534,10.7311,73.6702,1
32.2273,10.4207,76.9248,29.5023,11.1668,74.2609,1
32.2273,10.4207,76.9248,35.9339,12.1586,69.1143,1
32.2273,10.4207,76.9248,35.8832,12.1782,69.1249,1
32.2273,10.4207,76.9248,36.4413,12.425,68.9766,1
32.2273,10.4207,76.9248,30.6678,8.3448,80.683,12
32.2273,10.4207,76.9248,30.5393,11.6746,74.6153,6
32.2273,10.4207,76.9248,36.1792,12.3675,69.293,1
32.2273,10.4207,76.9248,35.6296,12.1457,69.7518,12
32.2273,10.4207,76.9248,29.5999,10.9738,73.8827,1
32.2273,10.4207,76.9248,30.8915,9.2172,79.8741,6
32.2273,10.4207,76.9248,29.4918,11.4196,74.834,1
32.2273,10.4207,76.9248,30.0324,10.1056,81.057,1
32.2273,10.4207,76.9248,29.5438,10.8348,74.4685,1
32.2273,10.4207,76.9248,29.2604,10.7333,81.3012,1
31.7858,10.5092,76.6783,20.9387,-2.1884,81.85,10
31.7858,10.5092,76.6783,21.0873,-2.3393,81.3514,10
31.7858,10.5092,76.6783,32.1974,10.5604,78.5209,6
31.7858,10.5092,76.6783,31.6254,10.432,78.895,6
31.7858,10.5092,76.6783,20.7383,-1.819,80.9339,10
31.7858,10.5092,76.6783,30.3677,3.3842,80.3671,8
31.7858,10.5092,76.6783,32.7732,10.2193,80.0058,6
31.7858,10.5092,76.6783,30.3365,3.6379,81.3087,8
31.7858,10.5092,76.6783,30.483,4.2131,81.138,8
31.7858,10.5092,76.6783,30.0901,5.0946,81.2909,8
31.7858,10.5092,76.6783,30.0158,5.3817,81.9731,8
31.7858,10.5092,76.6783,29.7534,10.7311,73.6702,15
31.7858,10.5092,76.6783,30.4486,9.9222,73.4549,15
31.7858,10.5092,76.6783,29.2604,10.7333,81.3012,1
31.6487,10.5027,78.6411,22.0644,-3.5689,82.4298,10
31.6487,10.5027,78.6411,20.9387,-2.1884,81.85,10
31.6487,10.5027,78.6411,21.0873,-2.3393,81.3514,10
31.6487,10.5027,78.6411,23.2779,-3.6908,82.3545,10
31.6487,10.5027,78.6411,24.6307,-3.9226,83.1821,10
31.6487,10.5027,78.6411,30.1171,6.3812,80.2456,6
31.6487,10.5027,78.6411,24.05,-3.4382,82.9678,10
31.6487,10.5027,78.6411,21.4987,-3.0088,82.7405,10
31.6487,10.5027,78.6411,21.4283,-2.8939,82.2733,10
31.6487,10.5027,78.6411,30.7415,7.9554,80.1624,6
31.6487,10.5027,78.6411,20.7383,-1.819,80.9339,10
31.6487,10.5027,78.6411,23.5539,-3.4275,82.5698,10
31.6487,10.5027,78.6411,22.9252,-3.0295,82.0631,10
31.6487,10.5027,78.6411,29.0544,4.2494,79.0214,6
31.6487,10.5027,78.6411,22.0866,-2.2566,83.9834,10
31.6487,10.5027,78.6411,30.2791,6.8762,80.7806,6
31.6487,10.5027,78.6411,21.5075,0.74734,78.4444,6
31.6487,10.5027,78.6411,21.7921,1.4952,77.7413,6
31.6487,10.5027,78.6411,21.7486,1.1917,78.2661,6
31.6487,10.5027,78.6411,21.9705,1.7329,78.0329,6
31.6487,10.5027,78.6411,33.5199,9.5197,76.6099,1
31.6487,10.5027,78.6411,37.7742,12.0931,70.0301,1
31.6487,10.5027,78.6411,30.8021,10.5349,75.7122,23
31.6487,10.5027,78.6411,29.697,11.7376,74.8219,1
31.6487,10.5027,78.6411,30.0699,11.6991,74.5415,1
31.6487,10.5027,78.6411,29.9344,11.9535,74.9084,1
24.041,-4.7708,83.7865,22.4779,-4.0267,82.8569,10
24.041,-4.7708,83.7865,24.4534,-4.05,83.0338,10
24.041,-4.7708,83.7865,22.7104,-4.116,82.7413,10
24.041,-4.7708,83.7865,22.5188,-3.6568,82.2517,10
24.041,-4.7708,83.7865,24.6485,-2.3344,85.2383,10
24.041,-4.7708,83.7865,28.7235,3.8069,78.3162,8
24.041,-4.7708,83.7865,22.0866,-2.2566,83.9834,10
24.041,-4.7708,83.7865,30.3365,3.6379,81.3087,8
24.041,-4.7708,83.7865,22.1079,4.2262,73.7269,9
24.041,-4.7708,83.7865,21.8959,4.5332,73.9102,10
24.041,-4.7708,83.7865,22.3223,4.3394,73.5899,9
24.041,-4.7708,83.7865,22.0337,4.5782,73.6335,9
24.041,-4.7708,83.7865,21.3762,6.1919,73.8091,10
22.393,-3.6066,83.5028,24.2742,-4.5762,83.3442,10
22.393,-3.6066,83.5028,22.4779,-4.0267,82.8569,10
22.393,-3.6066,83.5028,22.0644,-3.5689,82.4298,10
22.393,-3.6066,83.5028,21.5503,-2.85,81.6569,10
22.393,-3.6066,83.5028,21.8697,-2.8123,83.5624,10
22.393,-3.6066,83.5028,21.8189,-3.3065,83.0434,10
22.393,-3.6066,83.5028,21.8126,-3.0268,83.3715,10
22.393,-3.6066,83.5028,21.4725,-2.5936,82.9354,10
22.393,-3.6066,83.5028,29.4542,2.5618,80.4549,9
22.393,-3.6066,83.5028,30.0176,2.9046,80.7031,9
22.393,-3.6066,83.5028,23.4128,-4.4343,83.261,10
22.393,-3.6066,83.5028,24.4534,-4.05,83.0338,10
22.393,-3.6066,83.5028,24.0634,-4.1644,82.7852,10
22.393,-3.6066,83.5028,22.7104,-4.116,82.7413,10
22.393,-3.6066,83.5028,22.5188,-3.6568,82.2517,10
22.393,-3.6066,83.5028,21.4987,-3.0088,82.7405,10
22.393,-3.6066,83.5028,21.4283,-2.8939,82.2733,10
22.393,-3.6066,83.5028,22.0866,-2.2566,83.9834,10
22.393,-3.6066,83.5028,20.6748,-1.2574,79.809,10
22.393,-3.6066,83.5028,20.5374,-1.0926,79.8448,10
22.393,-3.6066,83.5028,20.8221,-0.87348,79.2673,10
22.393,-3.6066,83.5028,20.6383,-0.98911,79.4765,10
22.393,-3.6066,83.5028,20.8637,-0.56249,79.079,10
22.393,-3.6066,83.5028,20.7345,-0.5121,79.2867,10
22.393,-3.6066,83.5028,21.1535,0.21229,78.8341,10
22.393,-3.6066,83.5028,22.1079,4.2262,73.7269,9
22.393,-3.6066,83.5028,22.3223,4.3394,73.5899,9
22.393,-3.6066,83.5028,22.0337,4.5782,73.6335,9
24.2742,-4.5762,83.3442,22.4107,-3.8562,83.1388,10
24.2742,-4.5762,83.3442,22.4779,-4.0267,82.8569,10
24.2742,-4.5762,83.3442,25.115,-4.4133,83.8266,10
24.2742,-4.5762,83.3442,23.4128,-4.4343,83.261,10
24.2742,-4.5762,83.3442,24.4534,-4.05,83.0338,10
24.2742,-4.5762,83.3442,22.7104,-4.116,82.7413,10
24.2742,-4.5762,83.3442,24.6307,-3.9226,83.1821,10
24.2742,-4.5762,83.3442,24.9012,-3.2992,84.6285,10
24.2742,-4.5762,83.3442,24.4402,-3.5283,83.4567,9
24.2742,-4.5762,83.3442,22.5188,-3.6568,82.2517,10
24.2742,-4.5762,83.3442,24.8791,-3.0284,85.0093,10
24.2742,-4.5762,83.3442,24.8893,-3.5955,84.1528,10
24.2742,-4.5762,83.3442,29.4152,4.8564,81.7132,10
24.2742,-4.5762,83.3442,30.6109,7.699,81.8211,10
24.2742,-4.5762,83.3442,30.4636,8.9505,81.7547,10
24.2742,-4.5762,83.3442,27.2414,3.931,77.9681,10
24.2742,-4.5762,83.3442,22.0866,-2.2566,83.9834,10
24.2742,-4.5762,83.3442,28.5601,2.9258,82.1161,10
24.2742,-4.5762,83.3442,22.3414,3.253,75.4949,10
24.2742,-4.5762,83.3442,22.3729,3.2608,75.6919,10
24.2742,-4.5762,83.3442,22.3038,3.5501,75.0811,10
24.2742,-4.5762,83.3442,21.5626,4.9675,76.2197,10
24.2742,-4.5762,83.3442,21.5548,5.0727,75.3829,10
24.2742,-4.5762,83.3442,21.2134,5.7612,74.8834,10
24.2742,-4.5762,83.3442,29.3104,11.2018,80.3547,12
24.2742,-4.5762,83.3442,28.8976,11.7783,79.7009,12
22.4107,-3.8562,83.1388,22.4779,-4.0267,82.8569,10
22.4107,-3.8562,83.1388,22.0644,-3.5689,82.4298,10
22.4107,-3.8562,83.1388,21.5503,-2.85,81.6569,10
22.4107,-3.8562,83.1388,21.8697,-2.8123,83.5624,10
22.4107,-3.8562,83.1388,21.8189,-3.3065,83.0434,10
22.4107,-3.8562,83.1388,21.8126,-3.0268,83.3715,10
22.4107,-3.8562,83.1388,21.4725,-2.5936,82.9354,10
22.4107,-3.8562,83.1388,29.4542,2.5618,80.4549,9
22.4107,-3.8562,83.1388,30.0176,2.9046,80.7031,9
22.4107,-3.8562,83.1388,23.4128,-4.4343,83.261,10
22.4107,-3.8562,83.1388,24.4534,-4.05,83.0338,10
22.4107,-3.8562,83.1388,24.0634,-4.1644,82.7852,10
22.4107,-3.8562,83.1388,22.7104,-4.116,82.7413,10
22.4107,-3.8562,83.1388,22.5188,-3.6568,82.2517,10
22.4107,-3.8562,83.1388,21.4987,-3.0088,82.7405,10
22.4107,-3.8562,83.1388,21.4283,-2.8939,82.2733,10
22.4107,-3.8562,83.1388,22.0866,-2.2566,83.9834,10
22.4107,-3.8562,83.1388,20.6748,-1.2574,79.809,10
22.4107,-3.8562,83.1388,20.5374,-1.0926,79.8448,10
22.4107,-3.8562,83.1388,20.8221,-0.87348,79.2673,10
22.4107,-3.8562,83.1388,20.6383,-0.98911,79.4765,10
22.4107,-3.8562,83.1388,20.8637,-0.56249,79.079,10
22.4107,-3.8562,83.1388,20.7345,-0.5121,79.2867,10
22.4107,-3.8562,83.1388,21.1535,0.21229,78.8341,10
22.4107,-3.8562,83.1388,22.1079,4.2262,73.7269,9
22.4107,-3.8562,83.1388,22.3223,4.3394,73.5899,9
22.4107,-3.8562,83.1388,22.0337,4.5782,73.6335,9
22.4779,-4.0267,82.8569,22.0644,-3.5689,82.4298,10
22.4779,-4.0267,82.8569,21.5503,-2.85,81.6569,10
22.4779,-4.0267,82.8569,20.9387,-2.1884,81.85,10
22.4779,-4.0267,82.8569,21.6213,-1.6119,83.3908,10
22.4779,-4.0267,82.8569,21.0098,-1.5762,82.3381,10
22.4779,-4.0267,82.8569,20.6535,-1.4357,81.3444,10
22.4779,-4.0267,82.8569,21.8697,-2.8123,83.5624,10
22.4779,-4.0267,82.8569,21.8189,-3.3065,83.0434,10
22.4779,-4.0267,82.8569,21.8126,-3.0268,83.3715,10
22.4779,-4.0267,82.8569,21.4725,-2.5936,82.9354,10
22.4779,-4.0267,82.8569,25.115,-4.4133,83.8266,10
22.4779,-4.0267,82.8569,23.4128,-4.4343,83.261,10
22.4779,-4.0267,82.8569,24.4534,-4.05,83.0338,10
22.4779,-4.0267,82.8569,24.0634,-4.1644,82.7852,10
22.4779,-4.0267,82.8569,22.7104,-4.116,82.7413,10
22.4779,-4.0267,82.8569,23.2779,-3.6908,82.3545,10
22.4779,-4.0267,82.8569,24.6307,-3.9226,83.1821,10
22.4779,-4.0267,82.8569,23.606,-4.2055,82.6919,19
22.4779,-4.0267,82.8569,24.9012,-3.2992,84.6285,10
22.4779,-4.0267,82.8569,22.9128,-3.7183,82.2381,19
22.4779,-4.0267,82.8569,22.5188,-3.6568,82.2517,10
22.4779,-4.0267,82.8569,24.8791,-3.0284,85.0093,10
22.4779,-4.0267,82.8569,30.7556,8.973,81.2302,10
22.4779,-4.0267,82.8569,24.8893,-3.5955,84.1528,10
22.4779,-4.0267,82.8569,29.4152,4.8564,81.7132,10
22.4779,-4.0267,82.8569,30.4636,8.9505,81.7547,10
22.4779,-4.0267,82.8569,21.4173,-1.1782,82.9351,10
22.4779,-4.0267,82.8569,24.4037,-2.4681,84.5522,10
22.4779,-4.0267,82.8569,24.05,-3.4382,82.9678,10
22.4779,-4.0267,82.8569,23.7712,-1.9696,84.0108,10
22.4779,-4.0267,82.8569,21.4987,-3.0088,82.7405,10
22.4779,-4.0267,82.8569,24.2016,-2.842,83.8599,10
22.4779,-4.0267,82.8569,21.4283,-2.8939,82.2733,10
22.4779,-4.0267,82.8569,33.6222,9.6596,77.5332,12
22.4779,-4.0267,82.8569,33.2627,9.953,77.5272,6
22.4779,-4.0267,82.8569,33.4289,9.6721,77.1234,12
22.4779,-4.0267,82.8569,33.2541,9.7459,76.9614,6
22.4779,-4.0267,82.8569,30.7415,7.9554,80.1624,6
22.4779,-4.0267,82.8569,26.2921,3.9434,80.1092,10
22.4779,-4.0267,82.8569,32.1974,10.5604,78.5209,6
22.4779,-4.0267,82.8569,31.6254,10.432,78.895,6
22.4779,-4.0267,82.8569,26.4324,3.9553,79.0853,10
22.4779,-4.0267,82.8569,24.5889,4.3159,79.1384,10
22.4779,-4.0267,82.8569,30.0105,9.1087,82.9127,10
22.4779,-4.0267,82.8569,29.1749,12.2052,76.767,6
22.4779,-4.0267,82.8569,29.3302,12.2186,76.0961,6
22.4779,-4.0267,82.8569,23.5539,-3.4275,82.5698,10
22.4779,-4.0267,82.8569,22.9252,-3.0295,82.0631,10
22.4779,-4.0267,82.8569,22.0866,-2.2566,83.9834,10
22.4779,-4.0267,82.8569,26.5912,4.0868,78.1782,10
22.4779,-4.0267,82.8569,28.5601,2.9258,82.1161,10
22.4779,-4.0267,82.8569,21.9705,1.7329,78.0329,6
22.4779,-4.0267,82.8569,22.3414,3.253,75.4949,10
22.4779,-4.0267,82.8569,22.3729,3.2608,75.6919,10
22.4779,-4.0267,82.8569,22.3038,3.5501,75.0811,10
22.4779,-4.0267,82.8569,21.5626,4.9675,76.2197,10
22.4779,-4.0267,82.8569,21.5548,5.0727,75.3829,10
22.4779,-4.0267,82.8569,22.1079,4.2262,73.7269,9
22.4779,-4.0267,82.8569,21.8959,4.5332,73.9102,10
22.4779,-4.0267,82.8569,22.3223,4.3394,73.5899,9
22.4779,-4.0267,82.8569,22.0337,4.5782,73.6335,9
22.4779,-4.0267,82.8569,20.968,6.2171,74.3612,10
22.4779,-4.0267,82.8569,21.0269,6.3465,74.0396,10
22.4779,-4.0267,82.8569,20.6609,6.8537,74.297,10
22.0644,-3.5689,82.4298,21.5503,-2.85,81.6569,10
22.0644,-3.5689,82.4298,20.9387,-2.1884,81.85,10
22.0644,-3.5689,82.4298,21.6213,-1.6119,83.3908,10
22.0644,-3.5689,82.4298,21.8697,-2.8123,83.5624,10
22.0644,-3.5689,82.4298,21.8189,-3.3065,83.0434,10
22.0644,-3.5689,82.4298,21.8126,-3.0268,83.3715,10
22.0644,-3.5689,82.4298,21.4725,-2.5936,82.9354,10
22.0644,-3.5689,82.4298,23.4128,-4.4343,83.261,10
22.0644,-3.5689,82.4298,24.4534,-4.05,83.0338,10
